Latitude,Longitude,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,PropertyGFABuilding(s)(%),BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,NumberofBuildings,NumberofFloors,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,ComplianceStatus,AgeBuilt,Source_principale,Source_secondaire,Source_tertiaire,SiteEnergyUse(kBtu)
47.7235,-122.34458,50065.0,0.0,0.0,100.0,NonResidential,Supermarket / Grocery Store,98133.0,5,Northwest,1.0,1,Supermarket/Grocery Store,Parking,None,Compliant,19,Electricity(kBtu),NaturalGas(kBtu),None,8663691.0
47.65086,-122.35412,96504.0,0.0,0.0,76.912,NonResidential,Large Office,98103.0,6,Lake Union,1.0,3,Office,None,None,Compliant,28,Electricity(kBtu),NaturalGas(kBtu),None,4991360.5
47.64963,-122.35158,90000.0,0.0,0.0,59.413,NonResidential,Small- and Mid-Sized Office,98103.0,6,Lake Union,1.0,4,Office,None,None,Compliant,16,Electricity(kBtu),None,None,3897738.0
47.64849,-122.35041,62232.0,33709.0,0.0,64.901,NonResidential,Small- and Mid-Sized Office,98103.0,6,Lake Union,1.0,3,Office,Parking,None,Compliant,15,Electricity(kBtu),None,None,5413418.0
47.64822,-122.34848,152579.0,93893.0,7500.0,59.129,NonResidential,Large Office,98103.0,6,Lake Union,1.0,3,Office,Parking,Data Center,Compliant,17,Electricity(kBtu),NaturalGas(kBtu),None,11325513.0
47.64882,-122.34905,138995.0,24549.0,0.0,57.658,NonResidential,Large Office,98103.0,6,Lake Union,1.0,4,Office,Parking,None,Compliant,17,Electricity(kBtu),NaturalGas(kBtu),None,8651835.0
47.6074,-122.33777,119815.0,63101.0,26380.0,100.0,NonResidential,Mixed Use Property,98101.0,7,Downtown,1.0,6,Other - Entertainment/Public Assembly,Other - Recreation,Social/Meeting Hall,Compliant,25,Electricity(kBtu),SteamUse(kBtu),NaturalGas(kBtu),52960796.0
47.55146,-122.32832,243018.0,108408.0,0.0,68.902,NonResidential,Large Office,98108.0,2,Greater Duwamish,1.0,5,Office,Parking,None,Compliant,34,Electricity(kBtu),None,None,7683885.0
47.54983,-122.32858,70000.0,20000.0,0.0,100.0,NonResidential,Warehouse,98108.0,2,Greater Duwamish,1.0,2,Non-Refrigerated Warehouse,Office,None,Compliant,49,Electricity(kBtu),NaturalGas(kBtu),None,1429146.375
47.55032,-122.32614,50200.0,0.0,0.0,100.0,NonResidential,Retail Store,98108.0,2,Greater Duwamish,1.0,1,Retail Store,None,None,Compliant,50,NaturalGas(kBtu),Electricity(kBtu),None,1047461.0
47.66891,-122.38528,53993.0,24744.0,4500.0,93.407,NonResidential,Small- and Mid-Sized Office,98107.0,6,Ballard,1.0,6,Office,Retail Store,Parking,Compliant,91,Electricity(kBtu),NaturalGas(kBtu),None,4758198.0
47.66724,-122.38553,63240.0,0.0,0.0,100.0,NonResidential,Warehouse,98107.0,6,Ballard,1.0,2,Non-Refrigerated Warehouse,None,None,Compliant,75,NaturalGas(kBtu),Electricity(kBtu),None,227566.7031
47.66233,-122.3748,182454.0,130744.0,0.0,43.49,NonResidential,Other,98107.0,6,Ballard,1.0,5,Parking,Retail Store,None,Compliant,8,Electricity(kBtu),NaturalGas(kBtu),None,17085344.0
47.64676,-122.37581,130293.0,8800.0,0.0,82.04,NonResidential,Self-Storage Facility,98119.0,7,Magnolia / Queen Anne,1.0,4,Self-Storage Facility,Parking,None,Compliant,28,Electricity(kBtu),None,None,465533.3125
47.65567,-122.37478,106041.0,0.0,0.0,100.0,NonResidential,Warehouse,98119.0,7,Magnolia / Queen Anne,1.0,4,Non-Refrigerated Warehouse,None,None,Compliant,19,Electricity(kBtu),NaturalGas(kBtu),None,1123943.0
47.63634,-122.3754,94470.0,0.0,0.0,100.0,NonResidential,Self-Storage Facility,98119.0,7,Magnolia / Queen Anne,1.0,3,Self-Storage Facility,None,None,Compliant,60,NaturalGas(kBtu),Electricity(kBtu),None,1000796.875
47.59963,-122.32796,150840.0,26946.0,2155.0,78.983,NonResidential,Large Office,98104.0,2,Downtown,1.0,10,Office,Parking,Other,Compliant,14,Electricity(kBtu),None,None,7637986.0
47.54769,-122.3251,22780.0,0.0,0.0,100.0,NonResidential,Warehouse,98108.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,50,Electricity(kBtu),None,None,402051.3125
47.54187,-122.32714,124423.0,0.0,0.0,100.0,NonResidential,Distribution Center,98168.0,2,Greater Duwamish,1.0,1,Distribution Center,Parking,None,Compliant,49,NaturalGas(kBtu),Electricity(kBtu),None,5464762.0
47.60411,-122.33225,227556.0,77887.79688,0.0,56.689,NonResidential,Large Office,98104.0,7,Downtown,1.0,22,Office,Parking,None,Compliant,46,Electricity(kBtu),None,None,8493420.0
47.54187,-122.32714,49918.0,0.0,0.0,100.0,NonResidential,Distribution Center,98168.0,2,Greater Duwamish,1.0,1,Distribution Center,Parking,None,Compliant,49,Electricity(kBtu),NaturalGas(kBtu),None,1529510.25
47.54621,-122.33486,57540.0,0.0,0.0,100.0,NonResidential,Distribution Center,98108.0,2,Greater Duwamish,1.0,1,Distribution Center,None,None,Compliant,47,Electricity(kBtu),NaturalGas(kBtu),None,2582687.0
47.54853,-122.32814,85400.0,0.0,0.0,100.0,NonResidential,Warehouse,98108.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,50,Electricity(kBtu),None,None,1536998.25
47.54912,-122.32819,55700.0,0.0,0.0,100.0,NonResidential,Warehouse,98108.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,50,Electricity(kBtu),None,None,519806.0938
47.54965,-122.3278,52759.0,0.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98108.0,2,Greater Duwamish,1.0,1,Office,Parking,None,Compliant,52,Electricity(kBtu),NaturalGas(kBtu),None,1794187.25
47.62476,-122.34843,78672.0,0.0,0.0,63.866,NonResidential,Small- and Mid-Sized Office,98109.0,7,Magnolia / Queen Anne,1.0,6,Office,None,None,Compliant,29,Electricity(kBtu),NaturalGas(kBtu),None,2179719.75
47.71286,-122.34422,64660.0,0.0,0.0,100.0,NonResidential,Warehouse,98133.0,5,Northwest,1.0,3,Non-Refrigerated Warehouse,None,None,Compliant,30,Electricity(kBtu),NaturalGas(kBtu),None,325513.0
47.61552,-122.31744,28442.0,28441.0,18961.0,73.725,NonResidential,Mixed Use Property,98122.0,3,East,1.0,2,Other,Office,Parking,Compliant,89,Electricity(kBtu),NaturalGas(kBtu),None,3684188.5
47.5701,-122.33342,162425.0,0.0,0.0,100.0,NonResidential,Distribution Center,98134.0,2,Greater Duwamish,1.0,1,Distribution Center,None,None,Compliant,48,Electricity(kBtu),NaturalGas(kBtu),None,9357230.0
47.56874,-122.33303,101101.0,0.0,0.0,100.0,NonResidential,Distribution Center,98134.0,2,Greater Duwamish,1.0,1,Distribution Center,None,None,Compliant,67,Electricity(kBtu),NaturalGas(kBtu),None,21795830.0
47.57023,-122.33241,59504.0,0.0,0.0,100.0,NonResidential,Distribution Center,98134.0,2,Greater Duwamish,1.0,1,Distribution Center,None,None,Compliant,36,NaturalGas(kBtu),Electricity(kBtu),None,1061458.25
47.56785,-122.33361,45340.0,11520.0,0.0,100.0,NonResidential,Other,98134.0,2,Greater Duwamish,1.0,1,Other,Office,None,Compliant,76,Electricity(kBtu),NaturalGas(kBtu),None,5094197.0
47.56637,-122.33273,100000.0,4099.0,0.0,100.0,NonResidential,Refrigerated Warehouse,98134.0,2,Greater Duwamish,1.0,1,Refrigerated Warehouse,Office,Parking,Compliant,63,Electricity(kBtu),NaturalGas(kBtu),None,17695420.0
47.69267,-122.35506,51722.0,0.0,0.0,87.196,NonResidential,Supermarket / Grocery Store,98103.0,5,Northwest,1.0,1,Supermarket/Grocery Store,Parking,None,Compliant,13,Electricity(kBtu),NaturalGas(kBtu),None,14715262.0
47.73315,-122.3105,44431.0,0.0,0.0,100.0,NonResidential,Supermarket / Grocery Store,98155.0,5,North,1.0,1,Supermarket/Grocery Store,None,None,Compliant,36,Electricity(kBtu),NaturalGas(kBtu),None,11054535.0
47.62029,-122.33078,217977.0,4569.0,0.0,62.934,NonResidential,Large Office,98109.0,7,Lake Union,1.0,6,Office,Parking,Retail Store,Compliant,11,Electricity(kBtu),None,None,9058916.0
47.62,-122.33027,98863.0,0.0,0.0,39.398,NonResidential,Retail Store,98109.0,7,Lake Union,1.0,4,Retail Store,None,None,Compliant,20,Electricity(kBtu),NaturalGas(kBtu),None,9937707.0
47.59367,-122.30957,60676.0,13780.0,1324.0,100.0,NonResidential,Small- and Mid-Sized Office,98144.0,3,Central,1.0,2,Office,Parking,Other - Services,Compliant,102,Electricity(kBtu),NaturalGas(kBtu),None,5444253.5
47.59388,-122.31124,60732.0,8142.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98144.0,3,Greater Duwamish,1.0,1,Office,Other,None,Compliant,46,Electricity(kBtu),NaturalGas(kBtu),None,3181045.5
47.66517,-122.30186,83715.0,18575.0,0.0,58.51,NonResidential,Large Office,98105.0,4,Northeast,1.0,3,Office,Parking,None,Compliant,10,Electricity(kBtu),NaturalGas(kBtu),None,6062770.5
47.6144,-122.30982,74864.0,0.0,0.0,100.0,NonResidential,Other,98122.0,3,Central,1.0,3,Other,None,None,Compliant,90,Electricity(kBtu),None,None,12232124.0
47.56407,-122.32765,263528.0,60388.0,0.0,100.0,NonResidential,Warehouse,98108.0,2,Greater Duwamish,1.0,2,Non-Refrigerated Warehouse,Office,None,Compliant,25,NaturalGas(kBtu),Electricity(kBtu),None,8024064.5
47.5928,-122.31599,218918.0,156487.0,84051.89844,100.0,NonResidential,Mixed Use Property,98144.0,2,Greater Duwamish,1.0,14,Office,Parking,Medical Office,Compliant,84,Electricity(kBtu),NaturalGas(kBtu),None,21027396.0
47.64037,-122.32626,50235.0,25525.0,2875.0,63.448,NonResidential,Small- and Mid-Sized Office,98102.0,4,Lake Union,1.0,4,Office,Parking,Data Center,Compliant,38,Electricity(kBtu),None,None,4855036.5
47.53687,-122.33316,63896.0,33712.0,0.0,100.0,NonResidential,Distribution Center,98108.0,1,Greater Duwamish,1.0,2,Distribution Center,Office,None,Compliant,27,Electricity(kBtu),NaturalGas(kBtu),None,1988334.5
47.62405,-122.33084,20000.0,15000.0,10000.0,76.923,NonResidential,Mixed Use Property,98109.0,7,Lake Union,1.0,1,Office,Parking,Other,Compliant,88,Electricity(kBtu),NaturalGas(kBtu),None,2603931.25
47.62488,-122.33007,78521.0,66650.0,0.0,53.919,NonResidential,Large Office,98109.0,7,Lake Union,1.0,5,Office,Parking,None,Compliant,26,Electricity(kBtu),None,None,5135040.0
47.70759,-122.3255,302812.0,0.0,0.0,100.0,NonResidential,Retail Store,98125.0,5,North,1.0,2,Retail Store,None,None,Compliant,66,Electricity(kBtu),NaturalGas(kBtu),None,7290824.5
47.70744,-122.33171,78200.0,0.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98133.0,5,Northwest,1.0,5,Office,None,None,Compliant,42,NaturalGas(kBtu),Electricity(kBtu),None,9080022.0
47.70732,-122.33279,86483.0,0.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98144.0,5,Northwest,1.0,6,Office,Parking,None,Compliant,35,Electricity(kBtu),None,None,6361236.5
47.53926,-122.34143,34400.0,17200.0,0.0,100.0,NonResidential,Distribution Center,98106.0,1,Delridge,1.0,1,Distribution Center,Office,None,Compliant,40,Electricity(kBtu),NaturalGas(kBtu),None,1124543.125
47.53689,-122.33847,140520.0,0.0,0.0,100.0,NonResidential,Warehouse,98106.0,1,Delridge,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,48,Electricity(kBtu),NaturalGas(kBtu),None,2225512.0
47.63116,-122.34193,91645.0,66288.0,0.0,59.501,NonResidential,Large Office,98109.0,7,Magnolia / Queen Anne,1.0,5,Office,Parking,None,Compliant,30,Electricity(kBtu),NaturalGas(kBtu),None,4636396.5
47.70887,-122.33494,91935.0,69854.0,0.0,43.176,NonResidential,Other,98133.0,5,Northwest,1.0,3,Parking,Medical Office,None,Compliant,11,Electricity(kBtu),NaturalGas(kBtu),None,6963616.5
47.7126,-122.33782,60670.0,3239.0,0.0,100.0,NonResidential,Medical Office,98133.0,5,Northwest,1.0,3,Medical Office,Retail Store,None,Compliant,11,Electricity(kBtu),None,None,4765753.5
47.69814,-122.34295,46846.0,10033.0,0.0,100.0,NonResidential,Warehouse,98103.0,5,Northwest,1.0,2,Non-Refrigerated Warehouse,Office,None,Compliant,68,NaturalGas(kBtu),Electricity(kBtu),None,971155.625
47.52696,-122.32913,50417.0,0.0,0.0,100.0,NonResidential,Warehouse,98108.0,1,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,36,NaturalGas(kBtu),Electricity(kBtu),None,1847401.0
47.60613,-122.34115,43728.0,0.0,0.0,100.0,NonResidential,Restaurant,98101.0,7,Downtown,1.0,1,Restaurant,None,None,Compliant,116,NaturalGas(kBtu),None,None,11508035.0
47.70449,-122.33272,133298.0,0.0,0.0,100.0,NonResidential,Medical Office,98133.0,5,Northwest,1.0,3,Medical Office,None,None,Compliant,55,Electricity(kBtu),NaturalGas(kBtu),None,15640994.0
47.70759,-122.3255,173106.0,0.0,0.0,100.0,NonResidential,Retail Store,98125.0,5,North,1.0,2,Retail Store,None,None,Compliant,51,Electricity(kBtu),NaturalGas(kBtu),None,6455828.5
47.6244,-122.33157,103970.0,71390.0,0.0,59.414,NonResidential,Large Office,98109.0,7,Lake Union,1.0,4,Office,Parking,None,Compliant,16,Electricity(kBtu),None,None,6486377.5
47.56089,-122.33474,104786.0,0.0,0.0,100.0,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,2,Non-Refrigerated Warehouse,None,None,Compliant,47,Electricity(kBtu),NaturalGas(kBtu),None,1028376.875
47.55787,-122.335,51427.0,0.0,0.0,21.569,NonResidential,Other,98134.0,2,Greater Duwamish,1.0,1,Other,None,None,Compliant,16,Electricity(kBtu),NaturalGas(kBtu),None,1770027.5
47.5563,-122.33186,53620.0,0.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98134.0,2,Greater Duwamish,1.0,1,Office,None,None,Compliant,68,Electricity(kBtu),NaturalGas(kBtu),None,2058955.25
47.55623,-122.33316,50008.0,0.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98134.0,2,Greater Duwamish,1.0,1,Office,None,None,Compliant,78,Electricity(kBtu),NaturalGas(kBtu),None,3202213.0
47.6252,-122.36737,194674.0,111198.0,0.0,65.596,NonResidential,Large Office,98119.0,7,Magnolia / Queen Anne,1.0,4,Office,Parking,None,Compliant,7,Electricity(kBtu),NaturalGas(kBtu),None,6657348.5
47.56549,-122.33221,43920.0,6912.0,0.0,100.0,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,Office,None,Compliant,59,NaturalGas(kBtu),Electricity(kBtu),None,2551022.25
47.56158,-122.32754,76486.0,0.0,0.0,100.0,NonResidential,Refrigerated Warehouse,98108.0,2,Greater Duwamish,1.0,1,Refrigerated Warehouse,None,None,Compliant,45,Electricity(kBtu),NaturalGas(kBtu),None,2843033.5
47.56558,-122.32889,98480.0,0.0,0.0,100.0,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,60,Electricity(kBtu),NaturalGas(kBtu),None,2831565.5
47.66113,-122.33572,31602.0,27427.0,18130.0,100.0,NonResidential,Mixed Use Property,98103.0,4,Lake Union,1.0,2,Retail Store,Parking,Multifamily Housing,Compliant,112,Electricity(kBtu),NaturalGas(kBtu),None,3441643.25
47.63465,-122.32592,66737.0,58218.0,30230.0,70.885,NonResidential,Mixed Use Property,98102.0,4,Lake Union,1.0,3,Office,Parking,Laboratory,Compliant,8,Electricity(kBtu),NaturalGas(kBtu),None,22530168.0
47.63108,-122.32746,106003.0,63782.0,0.0,62.434,NonResidential,Other,98102.0,3,Lake Union,1.0,3,Other,Parking,None,Compliant,96,Electricity(kBtu),NaturalGas(kBtu),None,19155416.0
47.63,-122.3396,107594.0,15600.0,12000.0,100.0,NonResidential,Large Office,98109.0,7,Lake Union,1.0,11,Office,Restaurant,Parking,Compliant,45,Electricity(kBtu),NaturalGas(kBtu),None,13898181.0
47.63376,-122.33968,93905.0,31348.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98109.0,7,Lake Union,1.0,7,Office,Parking,None,Compliant,46,Electricity(kBtu),None,None,5662234.0
47.55515,-122.3275,93020.0,0.0,0.0,100.0,NonResidential,Warehouse,98108.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,42,Electricity(kBtu),None,None,1252323.875
47.6153,-122.35014,20310.0,2689.600098,0.0,100.0,NonResidential,Other,98121.0,7,Downtown,1.0,1,Other,Office,None,Compliant,70,NaturalGas(kBtu),Electricity(kBtu),None,711118.375
47.52095,-122.26825,54434.0,0.0,0.0,100.0,NonResidential,Supermarket / Grocery Store,98118.0,2,Southeast,1.0,1,Supermarket/Grocery Store,Parking,None,Compliant,14,Electricity(kBtu),NaturalGas(kBtu),None,13133225.0
47.59895,-122.33379,78564.0,0.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98104.0,2,Downtown,1.0,5,Office,None,None,Compliant,112,Electricity(kBtu),None,None,2830674.75
47.59855,-122.33327,65088.0,23857.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98104.0,2,Downtown,1.0,7,Office,Retail Store,None,Compliant,110,Electricity(kBtu),NaturalGas(kBtu),None,6606832.5
47.59856,-122.33379,63871.0,0.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98104.0,2,Downtown,1.0,6,Office,None,None,Compliant,109,Electricity(kBtu),None,None,2853189.5
47.59979,-122.3338,34647.0,26039.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98104.0,7,Downtown,1.0,4,Office,Retail Store,None,Compliant,116,Electricity(kBtu),SteamUse(kBtu),NaturalGas(kBtu),2178074.5
47.60035,-122.33379,41609.0,28734.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98104.0,7,Downtown,1.0,4,Office,Enclosed Mall,None,Compliant,116,Electricity(kBtu),NaturalGas(kBtu),None,2094724.625
47.60146,-122.33248,45799.0,9739.0,4689.0,82.357,NonResidential,Small- and Mid-Sized Office,98104.0,7,Downtown,1.0,6,Office,Retail Store,Restaurant,Compliant,116,Electricity(kBtu),None,None,3570161.75
47.59962,-122.33247,123607.0,20795.0,0.0,100.0,NonResidential,Large Office,98104.0,7,Downtown,1.0,4,Office,Retail Store,None,Compliant,116,Electricity(kBtu),NaturalGas(kBtu),SteamUse(kBtu),7655751.0
47.59858,-122.33198,160580.0,0.0,0.0,100.0,NonResidential,Large Office,98104.0,2,Downtown,1.0,7,Office,None,None,Compliant,109,Electricity(kBtu),NaturalGas(kBtu),SteamUse(kBtu),4336187.5
47.59871,-122.3299,33647.0,19705.0,11988.0,100.0,Nonresidential COS,Other,98104.0,2,Downtown,1.0,3,Other,Office,Other - Entertainment/Public Assembly,Compliant,110,Electricity(kBtu),None,None,1904480.0
47.59334,-122.32905,26250.0,18050.0,12400.0,100.0,NonResidential,Mixed Use Property,98134.0,2,Greater Duwamish,1.0,3,Office,Distribution Center,Non-Refrigerated Warehouse,Compliant,106,Electricity(kBtu),NaturalGas(kBtu),None,2371575.0
47.59366,-122.32666,58472.0,23282.0,0.0,100.0,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,Retail Store,None,Compliant,94,NaturalGas(kBtu),Electricity(kBtu),None,2153603.5
47.57941,-122.33131,50500.0,18000.0,7604.0,100.0,NonResidential,Other,98134.0,2,Greater Duwamish,1.0,2,Other,Distribution Center,Office,Compliant,63,NaturalGas(kBtu),Electricity(kBtu),None,3978277.0
47.57658,-122.33054,85343.0,13435.0,0.0,100.0,NonResidential,Distribution Center,98134.0,2,Greater Duwamish,1.0,2,Distribution Center,Office,None,Compliant,54,Electricity(kBtu),NaturalGas(kBtu),None,3155496.0
47.58444,-122.33282,142901.0,0.0,0.0,100.0,NonResidential,Other,98134.0,2,Greater Duwamish,2.0,2,Manufacturing/Industrial Plant,None,None,Compliant,75,Electricity(kBtu),None,None,2244317.0
47.58361,-122.33369,104869.0,0.0,0.0,80.0,NonResidential,Large Office,98134.0,2,Greater Duwamish,1.0,4,Office,None,None,Compliant,116,Electricity(kBtu),None,None,4374646.0
47.58781,-122.33264,78814.0,0.0,0.0,100.0,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,62,Electricity(kBtu),NaturalGas(kBtu),None,861972.875
47.59486,-122.33368,39870.0,11600.0,7000.0,100.0,NonResidential,Small- and Mid-Sized Office,98134.0,2,Greater Duwamish,1.0,4,Office,Non-Refrigerated Warehouse,Multifamily Housing,Compliant,112,Electricity(kBtu),NaturalGas(kBtu),None,1776411.75
47.59403,-122.33367,51040.0,10500.0,6000.0,85.714,NonResidential,Distribution Center,98134.0,2,Greater Duwamish,1.0,6,Distribution Center,Office,Parking,Compliant,106,Electricity(kBtu),None,None,2688675.75
47.59363,-122.33371,39884.0,9270.0,4116.0,100.0,NonResidential,Distribution Center,98134.0,2,Greater Duwamish,1.0,4,Distribution Center,Non-Refrigerated Warehouse,Office,Compliant,109,Electricity(kBtu),None,None,1056782.125
47.59701,-122.33378,43122.0,10514.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98104.0,2,Downtown,1.0,4,Office,Retail Store,None,Compliant,112,Electricity(kBtu),NaturalGas(kBtu),None,5608600.5
47.59639,-122.33368,65508.0,10918.0,0.0,85.655,NonResidential,Small- and Mid-Sized Office,98104.0,2,Downtown,1.0,6,Office,Parking,None,Compliant,107,Electricity(kBtu),NaturalGas(kBtu),None,2891605.0
47.59806,-122.33475,183916.0,406.0,0.0,100.0,NonResidential,Large Office,98104.0,2,Downtown,1.0,7,Office,Data Center,None,Compliant,112,Electricity(kBtu),None,None,9722890.0
47.59767,-122.33467,273812.0,12102.0,0.0,100.0,NonResidential,Large Office,98104.0,2,Downtown,1.0,7,Office,Retail Store,None,Compliant,7,Electricity(kBtu),NaturalGas(kBtu),None,25567108.0
47.59202,-122.33486,63000.0,0.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98134.0,2,Greater Duwamish,1.0,2,Office,None,None,Compliant,102,NaturalGas(kBtu),Electricity(kBtu),None,5968153.5
47.58924,-122.33566,111774.0,108747.0,49271.0,60.918,NonResidential,Mixed Use Property,98134.0,2,Greater Duwamish,1.0,6,Parking,Office,Other,Compliant,7,Electricity(kBtu),NaturalGas(kBtu),None,63835192.0
47.58365,-122.33467,144050.0,0.0,0.0,100.0,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,7,Non-Refrigerated Warehouse,None,None,Compliant,90,Electricity(kBtu),NaturalGas(kBtu),None,3929371.0
47.58252,-122.33465,60384.0,0.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98104.0,2,Greater Duwamish,1.0,3,Office,None,None,Compliant,86,Electricity(kBtu),NaturalGas(kBtu),None,5049446.5
47.57842,-122.33558,107704.0,0.0,0.0,100.0,NonResidential,Retail Store,98134.0,2,Greater Duwamish,1.0,1,Retail Store,None,None,Compliant,23,Electricity(kBtu),NaturalGas(kBtu),None,7221482.5
47.57096,-122.3355,99084.0,0.0,0.0,100.0,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,90,NaturalGas(kBtu),Electricity(kBtu),None,1618110.375
47.56676,-122.35247,72719.0,0.0,0.0,100.0,NonResidential,Distribution Center,98106.0,1,Delridge,1.0,1,Distribution Center,None,None,Compliant,63,Electricity(kBtu),NaturalGas(kBtu),None,2581741.75
47.66158,-122.31625,53281.0,34701.0,3724.0,60.108,NonResidential,Small- and Mid-Sized Office,98105.0,4,Northeast,1.0,6,Office,Parking,Other,Compliant,15,Electricity(kBtu),None,None,8570571.0
47.62395,-122.33392,89131.0,37652.0,5615.0,69.091,NonResidential,Medical Office,98109.0,7,Lake Union,1.0,5,Medical Office,Parking,Other,Compliant,8,Electricity(kBtu),NaturalGas(kBtu),None,19248732.0
47.56787,-122.36419,119083.0,16221.0,0.0,88.255,NonResidential,Large Office,98106.0,1,Delridge,1.0,5,Office,Parking,None,Compliant,25,Electricity(kBtu),None,None,8381834.5
47.56664,-122.32346,56576.0,0.0,0.0,100.0,NonResidential,Retail Store,98108.0,2,Greater Duwamish,1.0,1,Retail Store,None,None,Compliant,43,Electricity(kBtu),NaturalGas(kBtu),None,2409429.0
47.60979,-122.32298,200184.0,0.0,0.0,100.0,NonResidential,Medical Office,98104.0,3,East,1.0,0,Medical Office,None,None,Compliant,12,Electricity(kBtu),SteamUse(kBtu),None,20560622.0
47.59794,-122.32767,303312.0,4738.0,4462.0,100.0,NonResidential,Large Office,98104.0,2,Downtown,1.0,11,Office,Data Center,Restaurant,Compliant,16,Electricity(kBtu),NaturalGas(kBtu),None,25747022.0
47.6074,-122.33777,914832.0,348788.0,303910.0,100.0,NonResidential,Large Office,98101.0,7,Downtown,1.0,42,Office,Parking,Financial Office,Compliant,11,Electricity(kBtu),SteamUse(kBtu),NaturalGas(kBtu),56498868.0
47.61077,-122.3361,51881.0,11999.0,9713.0,100.0,NonResidential,Small- and Mid-Sized Office,98101.0,7,Downtown,1.0,6,Office,Data Center,Retail Store,Compliant,90,Electricity(kBtu),None,None,2478025.25
47.61002,-122.32222,197408.0,0.0,0.0,51.106,NonResidential,Medical Office,98104.0,3,East,1.0,10,Medical Office,None,None,Compliant,31,Electricity(kBtu),SteamUse(kBtu),None,17254810.0
47.60649,-122.31121,113739.0,0.0,0.0,100.0,NonResidential,Medical Office,98122.0,3,Central,1.0,7,Medical Office,None,None,Compliant,29,Electricity(kBtu),None,None,5792926.0
47.60707,-122.3288,201365.0,86270.0,0.0,66.543,NonResidential,Medical Office,98122.0,7,East,1.0,9,Medical Office,Parking,None,Compliant,8,Electricity(kBtu),NaturalGas(kBtu),None,14751117.0
47.60883,-122.32494,170727.0,69171.0,0.0,51.109,NonResidential,Medical Office,98104.0,3,East,1.0,19,Medical Office,Parking,None,Compliant,43,Electricity(kBtu),SteamUse(kBtu),None,15067340.0
47.60353,-122.33558,114919.0,28643.0,0.0,100.0,NonResidential,Large Office,98104.0,7,Downtown,1.0,6,Office,Retail Store,None,Compliant,116,Electricity(kBtu),SteamUse(kBtu),NaturalGas(kBtu),8138616.5
47.60197,-122.33437,46000.0,10500.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98104.0,7,Downtown,1.0,6,Office,Retail Store,None,Compliant,116,Electricity(kBtu),None,None,3065954.5
47.59554,-122.32471,72000.0,0.0,0.0,100.0,NonResidential,Small- and Mid-Sized Office,98134.0,2,Greater Duwamish,1.0,4,Office,None,None,Compliant,91,Electricity(kBtu),NaturalGas(kBtu),None,2729167.75
47.63347,-122.34078,103000.0,80000.0,0.0,50.356,NonResidential,Large Office,98109.0,7,Magnolia / Queen Anne,1.0,4,Office,Parking,None,Compliant,16,Electricity(kBtu),None,None,5101504.5
47.56797,-122.36711,50000.0,11527.0,0.0,83.237,NonResidential,Other,98121.0,1,Delridge,1.0,3,Other - Recreation,Parking,Swimming Pool,Compliant,15,NaturalGas(kBtu),Electricity(kBtu),None,9029489.0
