Latitude,Longitude,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,PropertyGFABuilding(s)(%),ENERGYSTARScore,BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,NumberofBuildings,NumberofFloors,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,ComplianceStatus,AgeBuilt,Source_principale,Source_secondaire,Source_tertiaire,TotalGHGEmissions
47.55768,-122.33137,84710.0,42355.0,0.0,33.333,,NonResidential,Other,98134.0,2,Greater Duwamish,1.0,3,Parking,Office,None,Compliant,7,Electricity(kBtu),None,None,22.62
47.55772,-122.33017,37247.0,0.0,0.0,100.0,69.0,NonResidential,Retail Store,98134.0,2,Greater Duwamish,1.0,1,Retail Store,None,None,Compliant,52,NaturalGas(kBtu),Electricity(kBtu),None,58.36
47.69274,-122.37602,23468.0,0.0,0.0,100.0,11.0,NonResidential,Retail Store,98117.0,6,Ballard,1.0,1,Retail Store,None,None,Compliant,23,Electricity(kBtu),NaturalGas(kBtu),None,77.23
47.58318,-122.3347,32000.0,0.0,0.0,100.0,34.0,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,2,Non-Refrigerated Warehouse,None,None,Compliant,116,NaturalGas(kBtu),Electricity(kBtu),None,25.15
47.57595,-122.33624,27636.0,13611.0,0.0,100.0,,NonResidential,Small- and Mid-Sized Office,98134.0,2,Greater Duwamish,1.0,2,Office,Other,None,Compliant,79,Electricity(kBtu),NaturalGas(kBtu),None,39.25
47.57529,-122.33475,24000.0,8874.0,1000.0,100.0,96.0,NonResidential,Small- and Mid-Sized Office,98134.0,2,Greater Duwamish,1.0,1,Office,Non-Refrigerated Warehouse,Social/Meeting Hall,Compliant,93,Electricity(kBtu),NaturalGas(kBtu),None,14.99
47.54723,-122.28455,28734.0,24813.0,0.0,100.0,88.0,NonResidential,Retail Store,98118.0,2,Southeast,1.0,1,Retail Store,Supermarket/Grocery Store,None,Compliant,50,NaturalGas(kBtu),Electricity(kBtu),None,413.1
47.53887,-122.37564,31375.0,0.0,0.0,100.0,95.0,NonResidential,K-12 School,98126.0,1,Delridge,1.0,3,K-12 School,None,None,Compliant,54,NaturalGas(kBtu),Electricity(kBtu),None,54.27
47.64,-122.39743,22000.0,0.0,0.0,100.0,35.0,NonResidential,Worship Facility,98199.0,7,Magnolia / Queen Anne,1.0,1,Worship Facility,Parking,None,Compliant,51,NaturalGas(kBtu),Electricity(kBtu),None,47.08
47.70281,-122.35623,71874.0,0.0,0.0,56.328,,NonResidential,Self-Storage Facility,98133.0,6,Northwest,1.0,2,Self-Storage Facility,None,None,Compliant,26,NaturalGas(kBtu),Electricity(kBtu),None,44.97
47.60104,-122.30155,30100.0,0.0,0.0,100.0,93.0,NonResidential,Small- and Mid-Sized Office,98144.0,3,Central,1.0,2,Office,None,None,Compliant,45,Electricity(kBtu),NaturalGas(kBtu),None,28.05
47.60009,-122.3017,14168.0,7032.0,0.0,100.0,15.0,NonResidential,Retail Store,98144.0,3,Central,1.0,2,Retail Store,Office,None,Compliant,18,Electricity(kBtu),None,None,11.69
47.59881,-122.30189,28470.0,2442.0,0.0,100.0,27.0,NonResidential,Supermarket / Grocery Store,98144.0,3,Central,1.0,1,Supermarket/Grocery Store,Other,None,Compliant,36,Electricity(kBtu),None,None,42.24
47.59881,-122.30189,19271.0,4150.0,0.0,100.0,25.0,NonResidential,Retail Store,98144.0,3,Central,1.0,2,Retail Store,Bank Branch,None,Compliant,36,Electricity(kBtu),None,None,13.22
47.67628,-122.38238,24120.0,0.0,0.0,100.0,66.0,NonResidential,Worship Facility,98117.0,6,Ballard,1.0,2,Worship Facility,None,None,Compliant,88,NaturalGas(kBtu),Electricity(kBtu),None,31.54
47.6764,-122.38502,28970.0,6766.0,0.0,100.0,88.0,NonResidential,Worship Facility,98117.0,6,Ballard,1.0,3,Worship Facility,Office,None,Compliant,87,NaturalGas(kBtu),Electricity(kBtu),None,51.15
47.57298,-122.33644,49500.0,0.0,0.0,100.0,10.0,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,75,Electricity(kBtu),NaturalGas(kBtu),None,27.75
47.57044,-122.33475,21900.0,0.0,0.0,100.0,40.0,NonResidential,Retail Store,98134.0,2,Greater Duwamish,1.0,2,Retail Store,None,None,Compliant,62,NaturalGas(kBtu),Electricity(kBtu),None,42.66
47.57227,-122.33843,65164.0,0.0,0.0,100.0,100.0,NonResidential,Distribution Center,98134.0,2,Greater Duwamish,1.0,1,Distribution Center,None,None,Compliant,64,Electricity(kBtu),NaturalGas(kBtu),None,1.6
47.57339,-122.33735,33462.0,0.0,0.0,100.0,1.0,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,52,Electricity(kBtu),None,None,9.67
47.57506,-122.33862,10471.0,9875.0,8877.0,100.0,,NonResidential,Mixed Use Property,98134.0,2,Greater Duwamish,1.0,1,Other,Non-Refrigerated Warehouse,Refrigerated Warehouse,Compliant,64,NaturalGas(kBtu),Electricity(kBtu),None,44.68
47.54089,-122.32323,34733.0,0.0,0.0,100.0,,NonResidential,Other,98108.0,2,Greater Duwamish,1.0,3,Other,None,None,Compliant,54,Electricity(kBtu),None,None,32.44
47.59886,-122.31678,29640.0,6000.0,0.0,55.416,,NonResidential,Other,98144.0,3,Downtown,1.0,2,Other - Mall,Parking,None,Compliant,25,NaturalGas(kBtu),Electricity(kBtu),None,298.91
47.59774,-122.31936,18350.0,4500.0,0.0,100.0,65.0,NonResidential,Warehouse,98104.0,2,Downtown,1.0,1,Non-Refrigerated Warehouse,Worship Facility,None,Compliant,86,NaturalGas(kBtu),Electricity(kBtu),None,14.37
47.67923,-122.31715,22522.0,0.0,0.0,100.0,,NonResidential,Self-Storage Facility,98115.0,4,Northeast,1.0,3,Self-Storage Facility,None,None,Compliant,69,NaturalGas(kBtu),Electricity(kBtu),None,23.52
47.67905,-122.31697,38959.0,0.0,0.0,100.0,,NonResidential,Self-Storage Facility,98115.0,4,Northeast,1.0,4,Self-Storage Facility,None,None,Compliant,20,Electricity(kBtu),NaturalGas(kBtu),None,23.84
47.5867,-122.30519,14150.0,8745.0,3060.0,100.0,,NonResidential,Warehouse,98144.0,3,Greater Duwamish,1.0,2,Non-Refrigerated Warehouse,Other - Services,Office,Compliant,88,Electricity(kBtu),None,None,8.49
47.70901,-122.35498,21936.0,0.0,0.0,100.0,96.0,NonResidential,Worship Facility,98133.0,5,Northwest,1.0,2,Worship Facility,None,None,Compliant,65,NaturalGas(kBtu),Electricity(kBtu),None,28.78
47.7162,-122.2956,25406.0,0.0,0.0,100.0,,NonResidential,Other,98125.0,5,North,1.0,1,"Personal Services (Health/Beauty, Dry Cleaning, etc)",None,None,Compliant,56,Electricity(kBtu),NaturalGas(kBtu),None,41.96
47.56029,-122.2858,22014.0,0.0,0.0,100.0,55.0,NonResidential,Small- and Mid-Sized Office,98118.0,2,Southeast,1.0,2,Office,None,None,Compliant,49,Electricity(kBtu),None,None,6.3
47.55966,-122.33146,30000.0,0.0,0.0,100.0,32.0,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,Parking,None,Compliant,56,NaturalGas(kBtu),Electricity(kBtu),None,120.72
47.56522,-122.32205,21110.0,14074.0,6755.0,100.0,,Nonresidential COS,Warehouse,98108.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,"Repair Services (Vehicle, Shoe, Locksmith, etc)",Office,Compliant,54,Electricity(kBtu),NaturalGas(kBtu),None,49.53
47.61376,-122.33445,311521.0,303000.0,141450.0,89.566,65.0,NonResidential,Mixed Use Property,98101.0,7,Downtown,1.0,39,Multifamily Housing,Hotel,Parking,Compliant,7,Electricity(kBtu),NaturalGas(kBtu),None,449.59
47.65019,-122.36173,101035.0,2000.0,0.0,100.0,,NonResidential,University,98119.0,7,Magnolia / Queen Anne,1.0,2,College/University,Restaurant,None,Compliant,57,NaturalGas(kBtu),Electricity(kBtu),None,588.25
47.70868,-122.30089,23022.0,0.0,0.0,100.0,78.0,NonResidential,Small- and Mid-Sized Office,98125.0,5,North,1.0,4,Office,None,None,Compliant,36,Electricity(kBtu),NaturalGas(kBtu),None,14.64
47.56173,-122.32885,22000.0,2700.0,2500.0,100.0,,NonResidential,Refrigerated Warehouse,98134.0,2,Greater Duwamish,1.0,1,Refrigerated Warehouse,Other,Office,Compliant,49,Electricity(kBtu),None,None,17.22
47.56318,-122.32889,33000.0,0.0,0.0,100.0,12.0,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,54,NaturalGas(kBtu),Electricity(kBtu),None,125.59
47.56362,-122.32876,22509.0,0.0,0.0,100.0,57.0,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,60,Electricity(kBtu),None,None,1.24
47.56424,-122.32902,31184.0,8800.0,0.0,100.0,75.0,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,Office,None,Compliant,60,NaturalGas(kBtu),Electricity(kBtu),None,36.82
47.62322037,-122.320017,26440.0,0.0,0.0,100.0,91.0,NonResidential,Worship Facility,98102.0,3,East,1.0,1,Worship Facility,None,None,Compliant,110,NaturalGas(kBtu),Electricity(kBtu),None,27.93
47.59291,-122.31042,28800.0,0.0,0.0,100.0,,NonResidential,Self-Storage Facility,98144.0,3,Greater Duwamish,1.0,2,Self-Storage Facility,None,None,Compliant,60,Electricity(kBtu),NaturalGas(kBtu),None,29.44
47.62902,-122.33173,13592.0,12927.0,0.0,100.0,,NonResidential,Restaurant,98109.0,3,Lake Union,1.0,2,Restaurant,Office,None,Compliant,38,Electricity(kBtu),NaturalGas(kBtu),None,97.27
47.62774,-122.33384,23373.0,19659.0,15402.0,55.536,,NonResidential,Mixed Use Property,98109.0,3,Lake Union,1.0,2,Restaurant,Other,Parking,Compliant,28,NaturalGas(kBtu),Electricity(kBtu),None,515.71
47.62643,-122.33946,26300.0,0.0,0.0,100.0,,NonResidential,Other,98109.0,7,Magnolia / Queen Anne,1.0,2,Other - Entertainment/Public Assembly,None,None,Compliant,95,NaturalGas(kBtu),Electricity(kBtu),None,116.94
47.63614,-122.33982,21915.0,0.0,0.0,100.0,77.0,NonResidential,Small- and Mid-Sized Office,98109.0,7,Lake Union,1.0,3,Office,None,None,Compliant,67,Electricity(kBtu),None,None,5.86
47.63575,-122.33895,29255.0,1180.0,0.0,100.0,30.0,NonResidential,Small- and Mid-Sized Office,98109.0,7,Magnolia / Queen Anne,1.0,4,Office,Restaurant,None,Compliant,51,Electricity(kBtu),NaturalGas(kBtu),None,101.21
47.67642,-122.3035,20332.0,0.0,0.0,100.0,,NonResidential,Other,98115.0,4,Northeast,1.0,1,Other,None,None,Compliant,70,Electricity(kBtu),NaturalGas(kBtu),None,10.99
47.61118,-122.288,21850.0,0.0,0.0,100.0,100.0,NonResidential,Worship Facility,98122.0,3,Central,1.0,1,Worship Facility,None,None,Compliant,116,NaturalGas(kBtu),Electricity(kBtu),None,13.09
47.66827,-122.29978,12600.0,6985.0,6576.0,78.363,,NonResidential,Mixed Use Property,98105.0,4,Northeast,1.0,4,Multifamily Housing,Parking,Other,Compliant,19,Electricity(kBtu),NaturalGas(kBtu),None,34.62
47.60449,-122.33803,162422.0,83064.0,55065.0,72.992,,NonResidential,Large Office,98104.0,7,Downtown,1.0,13,Office,Parking,Multifamily Housing,Compliant,33,Electricity(kBtu),None,None,66.32
47.64633,-122.3508,28309.0,0.0,0.0,100.0,,NonResidential,Self-Storage Facility,98109.0,7,Magnolia / Queen Anne,1.0,2,Self-Storage Facility,None,None,Compliant,98,Electricity(kBtu),NaturalGas(kBtu),None,11.85
47.60154,-122.3352,45500.0,0.0,0.0,100.0,77.0,NonResidential,Hotel,98104.0,7,Downtown,1.0,4,Hotel,None,None,Compliant,102,Electricity(kBtu),SteamUse(kBtu),NaturalGas(kBtu),122.0
47.60106,-122.33458,29258.0,2409.0,0.0,100.0,,NonResidential,Small- and Mid-Sized Office,98104.0,7,Downtown,1.0,5,Office,Retail Store,None,Compliant,116,Electricity(kBtu),None,None,14.35
47.60149,-122.33458,24120.0,6583.0,0.0,100.0,,NonResidential,Small- and Mid-Sized Office,98104.0,7,Downtown,1.0,4,Office,Retail Store,None,Compliant,116,NaturalGas(kBtu),Electricity(kBtu),None,46.53
47.60023,-122.33459,26639.0,2820.0,2377.0,100.0,,NonResidential,Small- and Mid-Sized Office,98104.0,7,Downtown,1.0,4,Office,Restaurant,Retail Store,Compliant,116,Electricity(kBtu),NaturalGas(kBtu),None,18.76
47.59976,-122.33514,22200.0,0.0,0.0,100.0,,NonResidential,Other,98104.0,7,Downtown,1.0,3,Other,None,None,Compliant,116,NaturalGas(kBtu),Electricity(kBtu),None,7.05
47.64306,-122.34219,19749.0,9148.0,0.0,100.0,,NonResidential,Warehouse,98109.0,7,Magnolia / Queen Anne,1.0,2,Non-Refrigerated Warehouse,Office,None,Compliant,48,Electricity(kBtu),NaturalGas(kBtu),None,50.05
47.64793,-122.34358,23050.0,0.0,0.0,100.0,27.0,NonResidential,Warehouse,98103.0,4,Lake Union,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,78,Electricity(kBtu),None,None,3.25
47.64747,-122.34086,0.0,0.0,0.0,100.0,45.0,NonResidential,Small- and Mid-Sized Office,98103.0,4,Lake Union,1.0,4,None,None,None,Compliant,8,Electricity(kBtu),None,None,22.09
47.66097,-122.3192,46000.0,0.0,0.0,100.0,82.0,NonResidential,Retail Store,98105.0,4,Northeast,1.0,1,Retail Store,None,None,Compliant,86,Electricity(kBtu),NaturalGas(kBtu),None,20.66
47.67437,-122.3181,23595.0,0.0,0.0,100.0,72.0,NonResidential,Medical Office,98115.0,4,Northeast,1.0,2,Medical Office,None,None,Compliant,46,Electricity(kBtu),NaturalGas(kBtu),None,6.53
47.59938,-122.33328,28142.0,0.0,0.0,100.0,96.0,NonResidential,Small- and Mid-Sized Office,98104.0,7,Downtown,1.0,3,Office,None,None,Compliant,116,Electricity(kBtu),SteamUse(kBtu),NaturalGas(kBtu),34.08
47.59954,-122.33327,12314.0,6020.0,6000.0,100.0,,NonResidential,Small- and Mid-Sized Office,98104.0,7,Downtown,1.0,3,Office,Retail Store,Non-Refrigerated Warehouse,Compliant,116,NaturalGas(kBtu),Electricity(kBtu),SteamUse(kBtu),124.59
47.59979,-122.33318,32001.0,6685.0,0.0,100.0,99.0,NonResidential,Small- and Mid-Sized Office,98104.0,7,Downtown,1.0,4,Office,Retail Store,None,Compliant,114,Electricity(kBtu),NaturalGas(kBtu),None,13.69
47.61492,-122.31728,36280.0,23154.0,0.0,56.155,,Nonresidential COS,Other,98122.0,3,East,1.0,2,Other,Parking,None,Compliant,90,Electricity(kBtu),NaturalGas(kBtu),None,69.53
47.61459,-122.31724,29720.0,1000.0,0.0,100.0,,NonResidential,Small- and Mid-Sized Office,98122.0,3,East,1.0,3,Office,Retail Store,None,Compliant,99,Electricity(kBtu),NaturalGas(kBtu),None,25.53
47.61428,-122.31726,9750.0,9212.0,2450.0,100.0,,NonResidential,Mixed Use Property,98122.0,3,East,1.0,2,Retail Store,Office,Restaurant,Compliant,100,Electricity(kBtu),None,None,2.88
47.61421,-122.3193,14983.0,10638.0,5837.0,100.0,,NonResidential,Mixed Use Property,98122.0,3,East,1.0,2,Retail Store,Restaurant,Office,Compliant,104,Electricity(kBtu),None,None,9.29
47.61508,-122.31845,10228.0,3433.0,3400.0,100.0,,NonResidential,Small- and Mid-Sized Office,98122.0,3,East,1.0,3,Office,Retail Store,Non-Refrigerated Warehouse,Compliant,110,Electricity(kBtu),NaturalGas(kBtu),None,17.79
47.61478,-122.31847,36940.0,0.0,0.0,100.0,100.0,NonResidential,Retail Store,98122.0,3,East,1.0,2,Retail Store,None,None,Compliant,100,Electricity(kBtu),None,None,2.35
47.61435,-122.31859,22866.0,0.0,0.0,100.0,,NonResidential,Small- and Mid-Sized Office,98122.0,3,East,1.0,3,Office,None,None,Compliant,103,Electricity(kBtu),NaturalGas(kBtu),None,20.76
47.61466,-122.31984,32205.0,714.0,0.0,100.0,78.0,NonResidential,Retail Store,98122.0,3,East,1.0,1,Retail Store,Restaurant,None,Compliant,96,Electricity(kBtu),NaturalGas(kBtu),None,18.19
47.65729,-122.31937,27022.0,0.0,0.0,100.0,,NonResidential,Other,98105.0,4,Northeast,1.0,2,Other,None,None,Compliant,54,Electricity(kBtu),None,None,35.4
47.59766,-122.32394,21600.0,7200.0,0.0,100.0,,NonResidential,Hotel,98104.0,2,Downtown,1.0,3,Hotel,Restaurant,None,Compliant,108,NaturalGas(kBtu),Electricity(kBtu),None,190.45
47.59697,-122.32474,0.0,0.0,0.0,100.0,,NonResidential,Restaurant,98104.0,2,Downtown,1.0,3,None,None,None,Compliant,103,NaturalGas(kBtu),Electricity(kBtu),None,29.21
47.59644,-122.32415,24227.0,9127.0,0.0,100.0,2.0,NonResidential,Small- and Mid-Sized Office,98104.0,2,Downtown,1.0,3,Office,Bank Branch,None,Compliant,37,Electricity(kBtu),None,None,25.14
47.61318,-122.32747,69035.0,26082.0,0.0,72.579,1.0,NonResidential,Senior Care Community,98101.0,7,East,1.0,6,Senior Care Community,Parking,None,Compliant,47,Electricity(kBtu),NaturalGas(kBtu),None,183.79
47.61426,-122.32661,24600.0,0.0,0.0,100.0,69.0,NonResidential,Worship Facility,98122.0,3,East,1.0,2,Worship Facility,None,None,Compliant,106,Electricity(kBtu),NaturalGas(kBtu),None,5.66
47.60514,-122.32613,28725.0,4325.0,3700.0,100.0,,NonResidential,Worship Facility,98104.0,3,East,1.0,1,Worship Facility,Office,Other,Compliant,116,SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),65.05
47.55317,-122.33289,13393.0,7500.0,4107.0,100.0,,NonResidential,Warehouse,98108.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,Food Sales,Office,Compliant,52,NaturalGas(kBtu),Electricity(kBtu),None,65.89
47.55544,-122.33294,24000.0,1000.0,0.0,100.0,,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,Office,None,Compliant,56,Electricity(kBtu),NaturalGas(kBtu),None,8.61
47.55523,-122.33448,23000.0,0.0,0.0,100.0,,NonResidential,Other,98108.0,2,Greater Duwamish,1.0,1,Manufacturing/Industrial Plant,None,None,Compliant,89,NaturalGas(kBtu),Electricity(kBtu),None,26.56
47.61543,-122.32657,22365.0,3744.0,0.0,100.0,94.0,NonResidential,Small- and Mid-Sized Office,98122.0,3,East,1.0,3,Office,Parking,None,Compliant,99,Electricity(kBtu),NaturalGas(kBtu),None,17.41
47.61161,-122.34592,25884.0,7000.0,5713.0,100.0,,NonResidential,Small- and Mid-Sized Office,98121.0,7,Downtown,1.0,7,Office,Parking,Multifamily Housing,Compliant,27,Electricity(kBtu),None,None,10.31
47.63644,-122.34218,22960.0,0.0,0.0,100.0,,NonResidential,Other,98109.0,7,Magnolia / Queen Anne,1.0,3,Other - Entertainment/Public Assembly,None,None,Compliant,55,NaturalGas(kBtu),Electricity(kBtu),None,95.38
47.62048,-122.31386,44739.0,0.0,0.0,100.0,17.0,NonResidential,Supermarket / Grocery Store,98112.0,3,East,1.0,1,Supermarket/Grocery Store,Parking,None,Compliant,18,Electricity(kBtu),NaturalGas(kBtu),None,393.07
47.66816,-122.27706,21194.0,12923.0,3720.0,100.0,,NonResidential,Mixed Use Property,98105.0,4,Northeast,1.0,1,Retail Store,Office,Restaurant,Compliant,68,NaturalGas(kBtu),Electricity(kBtu),None,120.86
47.68517,-122.38733,21052.0,400.0,0.0,100.0,20.0,NonResidential,Worship Facility,98117.0,6,Ballard,1.0,2,Worship Facility,Pre-school/Daycare,None,Compliant,60,NaturalGas(kBtu),Electricity(kBtu),None,37.28
47.62322,-122.29006,25753.0,0.0,0.0,100.0,,NonResidential,Other,98122.0,3,Central,1.0,1,Other - Entertainment/Public Assembly,None,None,Compliant,57,NaturalGas(kBtu),Electricity(kBtu),None,62.51
47.62816,-122.28067,71280.0,0.0,0.0,100.0,,NonResidential,Other,98112.0,3,East,1.0,3,Other - Recreation,None,None,Compliant,88,NaturalGas(kBtu),Electricity(kBtu),None,861.85
47.63429,-122.27652,148590.0,72317.0,4722.0,100.0,51.0,NonResidential,Senior Care Community,98112.0,3,East,1.0,16,Senior Care Community,Parking,Worship Facility,Compliant,53,NaturalGas(kBtu),Electricity(kBtu),None,792.6
47.61811,-122.33908,319361.0,181047.0,177210.0,83.272,87.0,NonResidential,Mixed Use Property,98121.0,7,Downtown,1.0,19,Office,Multifamily Housing,Parking,Compliant,7,Electricity(kBtu),NaturalGas(kBtu),None,393.29
47.53857,-122.28026,24200.0,0.0,0.0,100.0,73.0,NonResidential,Worship Facility,98118.0,2,Southeast,1.0,1,Worship Facility,Parking,None,Compliant,48,Electricity(kBtu),NaturalGas(kBtu),None,22.38
47.63651,-122.34418,15200.0,2600.0,1800.0,90.597,,NonResidential,Residence Hall,98109.0,7,Magnolia / Queen Anne,1.0,4,Residence Hall/Dormitory,Office,Social/Meeting Hall,Compliant,35,Electricity(kBtu),NaturalGas(kBtu),None,49.79
47.56785,-122.37039,66720.0,0.0,0.0,100.0,,NonResidential,Self-Storage Facility,98126.0,1,Delridge,1.0,3,Self-Storage Facility,None,None,Compliant,22,Electricity(kBtu),NaturalGas(kBtu),None,18.81
47.56774,-122.33289,34000.0,1400.0,0.0,100.0,,NonResidential,Other,98134.0,2,Greater Duwamish,1.0,1,Other,Office,None,Compliant,66,Electricity(kBtu),NaturalGas(kBtu),None,58.79
47.71387,-122.3535,15006.0,0.0,0.0,100.0,62.0,NonResidential,K-12 School,98133.0,5,Northwest,1.0,2,K-12 School,None,None,Compliant,78,NaturalGas(kBtu),Electricity(kBtu),None,55.06
47.61426,-122.3253,7501.0,5872.0,5375.0,100.0,,NonResidential,Mixed Use Property,98122.0,3,East,1.0,2,Fitness Center/Health Club/Gym,Office,Retail Store,Compliant,92,NaturalGas(kBtu),Electricity(kBtu),None,91.69
47.61339,-122.32594,48783.0,0.0,0.0,100.0,52.0,NonResidential,K-12 School,98122.0,3,East,1.0,3,K-12 School,None,None,Compliant,112,NaturalGas(kBtu),Electricity(kBtu),None,121.63
47.61449,-122.32592,46560.0,0.0,0.0,100.0,,NonResidential,Other,98122.0,3,East,1.0,2,Other - Entertainment/Public Assembly,None,None,Compliant,62,Electricity(kBtu),NaturalGas(kBtu),None,17.31
47.63303,-122.34268,25000.0,5408.0,0.0,100.0,61.0,NonResidential,Other,98109.0,7,Magnolia / Queen Anne,1.0,3,Bank Branch,Parking,None,Compliant,36,Electricity(kBtu),None,None,10.04
47.63439,-122.34078,28400.0,7200.0,0.0,100.0,89.0,NonResidential,Small- and Mid-Sized Office,98109.0,7,Magnolia / Queen Anne,1.0,3,Office,Parking,None,Compliant,96,Electricity(kBtu),NaturalGas(kBtu),None,34.03
47.63985,-122.36712,25481.0,0.0,0.0,100.0,92.0,NonResidential,Small- and Mid-Sized Office,98119.0,7,Magnolia / Queen Anne,1.0,2,Office,None,None,Compliant,56,NaturalGas(kBtu),Electricity(kBtu),None,38.59
47.53515,-122.26556,141297.0,0.0,0.0,100.0,76.0,NonResidential,Senior Care Community,98118.0,2,Southeast,1.0,1,Senior Care Community,None,None,Compliant,49,NaturalGas(kBtu),Electricity(kBtu),None,717.93
47.62298,-122.33082,32610.0,4874.0,0.0,100.0,73.0,NonResidential,Small- and Mid-Sized Office,98109.0,7,Lake Union,1.0,2,Office,Other - Restaurant/Bar,None,Compliant,104,Electricity(kBtu),NaturalGas(kBtu),None,35.99
47.729,-122.34473,41704.0,0.0,0.0,79.417,73.0,NonResidential,Hotel,98133.0,5,Northwest,1.0,4,Hotel,None,None,Compliant,26,NaturalGas(kBtu),Electricity(kBtu),None,58.52
47.56683,-122.33358,21000.0,0.0,0.0,100.0,53.0,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,2,Non-Refrigerated Warehouse,None,None,Compliant,75,NaturalGas(kBtu),Electricity(kBtu),None,22.33
47.5661,-122.33358,32000.0,0.0,0.0,100.0,,NonResidential,Other,98134.0,2,Greater Duwamish,1.0,2,Other - Entertainment/Public Assembly,None,None,Compliant,70,Electricity(kBtu),NaturalGas(kBtu),None,39.65
47.56555,-122.33362,14344.0,10272.0,8012.0,100.0,,NonResidential,Mixed Use Property,98134.0,2,Greater Duwamish,1.0,1,Retail Store,Manufacturing/Industrial Plant,Office,Compliant,69,Electricity(kBtu),NaturalGas(kBtu),None,46.01
47.61545,-122.3238,13175.0,9175.0,0.0,100.0,84.0,NonResidential,Small- and Mid-Sized Office,98122.0,3,East,1.0,3,Office,Retail Store,None,Compliant,94,Electricity(kBtu),NaturalGas(kBtu),None,12.57
47.66312,-122.35311,56000.0,0.0,0.0,100.0,98.0,NonResidential,Senior Care Community,98103.0,6,Northwest,1.0,2,Senior Care Community,None,None,Compliant,55,NaturalGas(kBtu),Electricity(kBtu),None,203.21
47.70883,-122.28887,22583.0,0.0,0.0,100.0,95.0,NonResidential,Senior Care Community,98125.0,5,North,1.0,1,Senior Care Community,None,None,Compliant,62,NaturalGas(kBtu),Electricity(kBtu),None,70.92
47.6483,-122.33438,24914.0,4720.0,0.0,77.396,92.0,NonResidential,Small- and Mid-Sized Office,98103.0,4,Lake Union,1.0,3,Office,Parking,None,Compliant,35,Electricity(kBtu),None,None,5.02
47.70833,-122.34429,25000.0,0.0,0.0,100.0,69.0,NonResidential,Warehouse,98133.0,5,Northwest,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,44,Electricity(kBtu),None,None,1.59
47.54774,-122.32091,22452.0,0.0,0.0,100.0,85.0,NonResidential,Hotel,98108.0,2,Greater Duwamish,1.0,3,Hotel,None,None,Compliant,24,NaturalGas(kBtu),Electricity(kBtu),None,41.88
47.66148,-122.31279,17434.0,0.0,0.0,100.0,22.0,NonResidential,Other,98105.0,4,Northeast,1.0,2,Bank Branch,None,None,Compliant,104,Electricity(kBtu),None,None,11.02
47.66188,-122.31279,14585.0,14462.0,0.0,100.0,75.0,NonResidential,Retail Store,98105.0,4,Northeast,1.0,4,Retail Store,Office,None,Compliant,63,Electricity(kBtu),NaturalGas(kBtu),None,38.21
47.6645,-122.31224,62400.0,9940.0,4960.0,100.0,,NonResidential,Worship Facility,98105.0,4,Northeast,1.0,2,Worship Facility,Office,K-12 School,Compliant,89,NaturalGas(kBtu),Electricity(kBtu),None,87.41
47.64748,-122.33435,41275.0,29399.0,6278.0,100.0,38.0,NonResidential,Warehouse,98103.0,4,Lake Union,1.0,2,Non-Refrigerated Warehouse,Office,Retail Store,Compliant,37,Electricity(kBtu),NaturalGas(kBtu),None,48.13
47.66389,-122.33692,30740.0,0.0,0.0,100.0,92.0,NonResidential,K-12 School,98103.0,4,Lake Union,1.0,2,K-12 School,None,None,Compliant,106,NaturalGas(kBtu),Electricity(kBtu),None,69.2
47.66185,-122.33594,31174.0,0.0,0.0,100.0,29.0,NonResidential,Supermarket / Grocery Store,98103.0,4,Lake Union,1.0,1,Supermarket/Grocery Store,None,None,Compliant,59,Electricity(kBtu),NaturalGas(kBtu),None,226.73
47.66345,-122.3134,20962.0,7004.0,0.0,74.955,58.0,NonResidential,Small- and Mid-Sized Office,98105.0,4,Northeast,1.0,1,Office,Parking,None,Compliant,59,Electricity(kBtu),None,None,7.67
